url,is_qualified,first_ingestion_date,last_ingestion_date,last_content_update,is_to_ingest
https://benuri.org/artworks/categories/7/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/7-friends-and-influences-auerbach-kossoff-kitaj-freud/installation_shots/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/730/image5231/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/112-interview-with-jackie-wullschlager-ben-uri-today-talks-interviews-and-films-on/,True,2024-07-16,2024-07-20,,True
https://benuri.org/publications/31-uproar-the-first-50-years-of-the-london-catalogue/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/263-josefine-auspitz/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/usr/library/documents/main/rachel-dickson-papers-and-publications-01-11-17.pdf,False,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/6-mark-gertler-and-the-whitechapel-boys-paintings-from-the-luke-gertler-bequest-selected/installation_shots/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/7-friends-and-influences-auerbach-kossoff-kitaj-freud/virtual_exhibition/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/108-interview-with-dianne-abbott-ben-uri-today-talks-interviews-and-films-on/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/76/artworks-1427-samuel-hirszenberg-sabbath-rest/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/61-100-for-100-ben-uri-s-past-present-and-exhibition-focus/,True,2024-07-16,2024-07-20,,True
https://benuri.org/publications/37-highlights-from-the-ben-uri-collection-volume-1-catalogue/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/172/b97780fb352cf9/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/166-shanti-panchal-interview-harrow-13-december/,True,2024-07-16,2024-07-20,,True
https://benuri.org/contact/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/731/image5252/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/41-shanti-panchal-a-personal-language-of-painting-2007-2018/works/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/83-alderney-the-holocaust-on-british-soil-artworks-by-piers-secunda/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/229-martin-bloch/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/news/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/244/artworks-1464-lazar-berson-ben-uri-album-blessing-over-shabbat-candles-1915/,True,2024-07-16,2024-07-20,,True
https://benuri.org/events/30/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/727/image5150/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibition/private-views/,True,2024-07-16,2024-07-20,,True
https://benuri.org/3d-exhibitions,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/110-what-makes-ben-uri-different-ben-uri-today-talks-interviews-and-films-on/,True,2024-07-16,2024-07-20,,True
https://benuri.org/events/44/,True,2024-07-16,2024-07-20,,True
https://benuri.org/news/6-bu-elected-to-the-world-art-foundations/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/events/25/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/753/image5712/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/420-david-palombo/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/143/3151adb9ee0939/,True,2024-07-16,2024-07-20,,True
https://benuri.org/events/64/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artworks/categories/17/,True,2024-07-16,2024-07-20,,True
https://benuri.org/butv/,True,2024-07-16,2024-07-20,,True
https://benuri.org/events/66/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/141-arnold-daghani/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/schoolsandfamilies/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/publications/42-love-revealed-simeon-solomon-and-the-pre-raphaelites-brochure/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/484/image4145/,True,2024-07-16,2024-07-20,,True
https://benuri.org/publications/18-judy-chicago-louise-bourgeois-helen-chadwick-tracey-catalogue/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/42-ben-uri-chair-david-glasser-on-the-history-ben-uri-chairman-david-glasser-continues-his-discussion/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/421-jules-pascin/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/53-david-bomberg-s-ghetto-theatre-i-in-uproar-the-first-50-years-of-the/,True,2024-07-16,2024-07-20,,True
https://benuri.org/contact/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/119-art-in-residence-ben-uri-at-nightingale-house-arts-and-health-films-on-the-ben-uri/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/730/image5226/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/83-alderney-the-holocaust-on-british-soil-artworks-by-piers-secunda/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/about/staff/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/172/e3d93c6d1a6485/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/730/image5245/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/77-obscurity-in-the-ruth-borchard-portrait-collection-curated-by-rachel-schultz/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/19-out-of-austria-austrian-artists-in-exile-in-great-britain-1933-45/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/76/artworks-2054-sonia-delaunay-poster-for-galerie-bing-paris-1964/,True,2024-07-16,2024-07-20,,True
https://benuri.org/press/29-artist-reproduces-alderney-nazi-execution-site-in-london/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/491-philip-sutton/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/413-jona-mach/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/484/image4132/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/43/works/artworks-2277-antony-sher-self-portrait-as-primo-2008/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/159-ben-uris-impact-at-the-london-art-fair/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/484/image4098/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/143/8c92b1e5cd4eb0/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/23-rothenstein-s-relevance/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/75-shaping-the-future-new-arrivals-from-chagall-to-ribeiro/press/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/230-marc-chagall/news/,True,2024-07-16,2024-07-20,,True
